Røros Hotell,victim,gang,date,Victim Country,Victim sectors,NumberN/AofN/Aemployees,Sales,Ransom Currency,Ransom Paid
17837,Smoker's Choice,play,8/10/2024,USA,Retail,108,$24.7M,,
17836,Saratoga Liquor,play,8/10/2024,USA,Retail,32,$15.9M,,
17835,Accounting Resource Group,play,8/10/2024,USA,Services,<25,<$5M,,
17834,pingan.com,killsec,8/10/2024,China,N/A,N/A,N/A,,
17833,Ambassador of Israel in Germany Emails,handala,8/10/2024,Israel,Governative,N/A,N/A,,
17832,Aaren Scientific,play,8/10/2024,USA,Manufacturing,80,$26.2M,,
17831,AIUT,hunters,8/10/2024,Poland,Business,600,$146.2M,,
17830,okcabstract.com,ransomhub,8/10/2024,USA,Real Estate,74,$19.6M,,
17829,blalockcompanies.com,ransomhub,8/10/2024,USA,Construction,48,<$5M,,
17828,Trinity Wholesale Distributors Inc,meow,8/10/2024,USA,Retail,<25,$7.1M,,
17827,corporatejobbank.com,cactus,8/10/2024,USA,Business,100,$22.8M,,
17826,matki.co.uk,cactus,8/10/2024,UK,Minerals,82,$23M,,
17825,Blain Supply,lynx,8/10/2024,USA,Retail,1000,$211M,,
17824,Maxdream,meow,8/10/2024,Argentina,Business,<25,<$5M,,
17823,Sit & Sleep,lynx,8/10/2024,USA,Furniture,<25,$10.2M,,
17822,Advantage CDC,meow,8/10/2024,USA,Banking,<25,<$5M,,
17821,Davis Pickren Seydel and Sneed LLP,meow,8/10/2024,USA,Law,45,$8.7,,
17820,Accurate Railroad Construction Ltd,meow,8/10/2024,Canada,Construction,<25,$5.9M,,
17819,Max Shop,handala,8/10/2024,Israel,Retail,<50,N/A,,
17818,nspproteins.com,ransomhub,8/10/2024,USA,Retail,470,$110M,,
17817,trulysmall.com,ransomhub,8/10/2024,Canada,Services,N/A,N/A,,
17816,autodoc.pro,ransomhub,8/10/2024,Germany,Automotive,5000,N/A,,
17815,healthyuturn.in,killsec,8/10/2024,India,Manufacturing,12000,N/A,,
17813,premierpackaging.com,eldorado,8/10/2024,USA,Business,<25,$13.8M,,
17812,htetech.com,eldorado,8/10/2024,USA,Industrial,86,$19.7M,,
17811,goughconstruction.com,eldorado,8/10/2024,New Zealand,Construction,41,$10.8M,,
17810,fleetequipment.com,eldorado,8/10/2024,USA,Automotive,101,$25.3M,,
17809,auto-recyclers.com,eldorado,8/10/2024,Canada,Automotive,<25,<$5M,,
17808,atd-american.com,eldorado,8/10/2024,USA,Manufacturing,73,$6.9M,,
17807,allianceind.com,eldorado,8/10/2024,USA,Industrial,268,$12.1M,,
17806,avioesforza.it,eldorado,8/10/2024,Italy,Services,<25,N/A,,
17804,totalelectronics.com,eldorado,8/10/2024,USA,Construction,<25,$6.2M,,
17802,Arelance Group,medusa,8/10/2024,Spain,Business,277,$50.7M,,
17801,Albany College of Pharmacy,medusa,8/10/2024,USA,School,436,$49.9M,,
17799,The Superior Court of California,meow,7/10/2024,USA,Governative,330,$44.5M,,
17798,Pearl Cohen,bianlian,7/10/2024,Israel,Law,297,$88.2M,,
17797,yassir.com,killsec,7/10/2024 ,Algeria,Technologies,757,<$5M,,
17796,Broward Realty Corp,everest,7/10/2024 ,USA,Real Estate,<25,<$5M,,
17794,tpgagedcare.com.au,lockbit3,6/10/2024 ,Australia,Healthcare ,<25,<$5M,,
17792,AOSense/NASA,stormous,6/10/2024 ,USA,Manufacturing,35,$24.9M,,
17791,lyra.officegroup.it,stormous,6/10/2024 ,Italy,Technologies,<50,N/A,,
17790,Power Torque Services,play,5/10/2024 ,USA,Energy,57,$16.4M,,
17789,seoulpi.io,killsec,5/10/2024 ,South Korea,N/A,17,N/A,,
17788,Creative Consumer Concepts,play,6/10/2024 ,USA,Marketing,42,$13.9M,,
17786,www.ravencm.com,ransomhub,5/10/2024 ,USA,Finance,31,$7.1M,,
17785,canstarrestorations.com,ransomhub,5/10/2024 ,Canada,Construction,371,$76M,,
17783,Ibermutuamur,hunters,5/10/2024 ,Spain,Insurance,1833,$858.5M,,
17782,betterhalf.ai,killsec,5/10/2024 ,India,Media,75,$15.8M,,
17781,HARTSON-KENNEDY.COM,clop,5/10/2024 ,USA,Retail,252,$40.2M,,
17780,BNBuilders,hunters,5/10/2024 ,USA,Construction,697,$156.8M,,
17779,omniboxx.nl,ransomhub,5/10/2024 ,Netherlands,Real Estate,N/A,N/A,,
17777,winwinza.com,ransomhub,5/10/2024 ,South Africa,Education,<25,<$5M,,
17776,Storck-Baugesellschaft mbH,incransom,5/10/2024 ,Germany,Sport,53,<$5M,,
17775,Wilmington Convention Center,play,4/10/2024 ,USA,Organization,57,<$5M,,
17774,Guerriere & Halnon,play,4/10/2024 ,USA,Construction,27,$7.9M,,
17773,Markdom Plastic Products,play,4/10/2024 ,Canada,Manufacturing,72,$16.7M,,
17772,Pete's Road Service,play,4/10/2024 ,USA,Automotive,111,$27.2M,,
17771,C&L Ward,play,4/10/2024 ,USA,Construction,90,$18.6M,,
17770,kleberandassociates.com,ransomhub,4/10/2024 ,USA,Marketing,<25,<$5M,,
17769,releese.io,ransomhub,4/10/2024 ,Canada,Technologies,<10,N/A,,
17767,mullenwylie.com,ElDorado,4/10/2024 ,USA,Law,<25,<$5M,,
17766,GenPro Inc.,blacksuit,4/10/2024 ,USA,Logistic,418,$136.5M,,
17765,CopySmart LLC,ciphbit,4/10/2024 ,USA,Retail,<25,$6.1M,,
17764,Amplitude Laser,hunters,4/10/2024 ,France,Manufacturing,292,$65.1M,,
17763,TANYA Creations,akira,4/10/2024 ,USA,Retail,98,$71.1M,,
17762,Riley Gear Corporation,akira,4/10/2024 ,USA,Industrial,74,$17.8M,,
17761,GW Mechanical,hunters,4/10/2024 ,USA,Construction,54,$12.6M,,
17760,Dreyfuss + Blackford Architecture,hunters,4/10/2024 ,USA,Construction,44,$7.3M,,
17759,North American Breaker,akira,4/10/2024 ,USA,Technologies,<25,<$5M,,
17758,Transtec SAS,orca,4/10/2024 ,Colombia,Finance,<25,<$5M,,
17757,enterpriseoutsourcing.com,ransomhub,4/10/2024 ,South Africa,Finance,303,$56M,,
17756,Fursan Travel,ransomhouse,4/10/2024 ,Saudi Arabia,Hospitality,696,$133.4M,,
17755,Lyomark Pharma,dragonforce,4/10/2024 ,Germany,Manufacturing,<25,<$5M,,
17754,McGaughey & Keaney CPAs,qilin,4/10/2024 ,USA,Finance,<25,<$5M,,
17753,DPC DATA,qilin,4/10/2024 ,USA,Technologies,85,$17.9M,,
17752,"Conductive Containers, Inc",cicada3301,4/10/2024 ,USA,Manufacturing,73,$21.9M,,
17751,bbgc.gov.bd,killsec,4/10/2024 ,Bangladesh,Media,658,N/A,,
17750,Shin Bet,handala,3/10/2024 ,Israel,Non profit,26,$19M,,
17749,Barnes & Cohen,trinity,3/10/2024 ,USA,Law,<25,<$5M,,
17748,CobelPlast,hunters,3/10/2024 ,Belgium,Manufacturing,152,$12.1M,,
17747,Red Barrels,nitrogen,3/10/2024 ,Canada,Retail,<25,<$5M,,
17746,Rob Levine & Associates (roblevine.com),akira,3/10/2024 ,USA,Law,<25,<$5M,,
17745,TRC Worldwide Engineering (Trcww),akira,3/10/2024 ,USA,Construction,119,$90.3M,,
17744,LIFTING.COM,clop,3/10/2024 ,USA,Industrial,500,$135.8M,,
17743,CaleyWray,hunters,3/10/2024 ,Canada,Law,27,<$5M,,
17742,Emerson,medusa,3/10/2024 ,USA,Services,67000,$17B,,
17740,Golden Age Nursing Home,rhysida,3/10/2024 ,USA,Automotive,96,,,
17736,rollxvans.com,ransomhub,2/10/2024 ,USA,Automotive,127,$23.9M,,
17735,ironmetals.com,ransomhub,2/10/2024 ,USA,Minerals,69,$14.4M,,
17734,domainindustries.com,ransomhub,2/10/2024 ,USA,Retail,112,$15.5M,,
17733,bypeterandpauls.com,ransomhub,2/10/2024 ,Canada,Hospitality,377,$62M,,
17732,mccartycompany.com,ransomhub,2/10/2024 ,USA,Construction,154,$42.1M,,
17731,Branhaven Chrysler Dodge Jeep Ram,blacksuit,2/10/2024 ,USA,Automotive,29,$5.5M,,
17730,ETC Companies,akira,2/10/2024 ,USA,Construction,62,$5.8M,,
17729,Israel Prime Minister Emails,handala,2/10/2024 ,Israel,Governative,<1000,N/A,,
17728,Holmes & Brakel,akira,2/10/2024 ,Canada,Retail,112,$22.6M,,
17727,Forshey Prostok LLP,qilin,2/10/2024 ,USA,Law,<25,<$5M,,
17726,FoccoERP,trinity,2/10/2024 ,Brazil,Technologies,220,N/A,,
17725,Quantum Healthcare,incransom,2/10/2024 ,USA,Healthcare ,132,$39.8M,,
17723,Acuity Advisor,stormous,2/10/2024,UK,Finance,<25,$5.2M,,
17721,Akromold,nitrogen,1/10/2024,Canada,Retail,<25,<$5M,,
17720,Labib Funk Associates,nitrogen,1/10/2024,USA,Construction,84,$16.6M,,
17719,Research Electronics International,nitrogen,1/10/2024,USA,Retail,71,$13.5M,,
17718,www.acuity.co.uk,stormous,1/10/2024,UK,Finance,<25,$5.2M,,
17717,marthamedeiros.com.br,madliberator,1/10/2024,Brazil,Retail,123,$26.5M,,
17716,aberdeenwa.gov,ElDorado,1/10/2024,USA,Governative,<200,N/A,,
17715,United Animal Health,qilin,1/10/2024,USA,Manufacturing,325,$500M,,
17714,ShoreMaster,akira,1/10/2024,USA,Retail,100,$24.6M,,
17713,Cascade Columbia Distribution,akira,1/10/2024,USA,Retail,83,$6.5M,,
17710,CSG Consultants,akira,1/10/2024,USA,Construction,460,$14.5M,,
17709,www.asobostudio.com,stormous,1/10/2024,France,Retail,247,$21M,,
17701,www.galab.com,cactus,1/10/2024,Germany,Services,255,$7.9M,,
17700,performance-therapies,qilin,1/10/2024,USA,Healtcare,<25,<$5M,,
17699,Corantioquia,meow,1/10/2024,Colombia,No profit,453,$8.3M,,
17697,telehealthcenter.in,killsec,1/10/2024,India,No profit,38,$5.7M,,
17696,howardcpas.com,ElDorado,1/10/2024,USA,Services,<25,<$5M,,
17695,bshsoft.com,ElDorado,1/10/2024,UAE,Services,43,$6.1M,,
17694,credihealth.com,killsec,1/10/2024,India,Healtcare,108,$12.7M,,
17692,verco.co.uk,threeam,30/9/2024 ,UK,Energy,65,$17.5M,,
17691,IDEALEASE INC,nitrogen,30/9/2024 ,USA,Retail,438,$103.5M,,
17690,Control Panels USA,nitrogen,30/9/2024 ,USA,Retail,78,$11.3M,,
17689,Spectrum Industries,nitrogen,30/9/2024 ,USA,Retail,356,$49.3M,,
17688,Magenta Photo Studio,nitrogen,30/9/2024 ,Canada,Services,55,$25.4M,,
17687,Brechbuhler Scales Inc,nitrogen,30/9/2024 ,USA,Services,270,$55.3M,,
17686,MDSi INC,nitrogen,30/9/2024 ,USA,Retail,222,$8.1M,,
17685,Travel Alberta,medusa,30/9/2024 ,Canada,Marketing,110,$61M,,
17684,carlile-group.com,threeam,30/9/2024 ,USA,Construction,<25,$5.2M,,
17683,sacredheart.southwark.sch,threeam,30/9/2024 ,UK,N/A,N/A,N/A,,
17682,mctas.org.au,threeam,30/9/2024 ,Australia,Retail,<25,<$5M,,
17681,mnpl.com.sg,threeam,30/9/2024 ,Singapore,Retail,<25,<$5M,,
17680,itap.nacc.go.th,killsec,30/9/2024 ,Thailand,Governative,N/A,N/A,,
17679,"BELL DATA, Inc",medusa,30/9/2024 ,Japan,Services,<25,<$5M,,
17678,Community Hospital of Anaconda,meow,30/9/2024 ,USA,Healtcare,96,$9.4M,,
17677,TOTVS,blackbyte,30/9/2024 ,Brazil,Retail,12954,$828.2M,,
17674,Lee Hoffoss Injury Lawyers,meow,30/9/2024 ,USA,Law,<25,<$5M,,
17673,decalesp.com,blacksuit,30/9/2024 ,Spain,Retail,<25,<$5M,,
17672,Plastics Plus,rhysida,30/9/2024 ,USA,Manufacturing,27,<$5M,,
17671,"Sub-Zero, Wolf, and Cove",medusa,30/9/2024 ,USA,Retail,2648,$728.1M,,
17670,Isola,medusa,30/9/2024 ,Norway,Services,1400,$322.9M,,
17669,"McAbee Construction, Inc",qilin,30/9/2024 ,USA,Construction,800,$212.5M,,
17668,Freshstart Credit Repair,meow,30/9/2024 ,USA,Services,<25,<$5M,,
17667,MacGillivray Law,meow,30/9/2024 ,Canada,Law,69,<$5M,,
17666,weisermemorialhospital.org,embargo,30/9/2024 ,USA,Healtcare,140,$18.8M,,
17665,porter.in,killsec,30/9/2024 ,India,Services,300,$63M,,
17664,poorvika,killsec,29/9/2024 ,India,Retail,269,$18.2M,,
17663,InteriorWorx Commercial Flooring,play,29/9/2024 ,USA,Construction,27,$5.1M,,
17662,Performance Food Centers,play,29/9/2024 ,USA,Retail,35,$6.7M,,
17661,Reutter,play,29/9/2024 ,Germany,Manufacturing,182,$22.2M,,
17660,G/S Solutions,play,29/9/2024 ,USA,Services,27,$8.5M,,
17659,"Condere Ip, Infracom Group",play,29/9/2024 ,Sweden,Services,90,$16M,,
17658,The Rubber Resources,play,29/9/2024 ,USA,Retail,48,<$5M,,
17657,Classic Business Products,play,29/9/2024 ,USA,Retail,<25,$5,,
17656,Garvey,play,29/9/2024 ,USA,Manufacturing,90,$19M,,
17655,DINAS Corp,incransom,29/9/2024 ,USA,Retail,71,$33.2M,,
17654,Divine Interprises INC,incransom,29/9/2024 ,USA,Transport,58,$18.3M,,
17653,Andantex USA,play,30/9/2024 ,USA,Manufacturing,<25,<$5M,,
17652,Affirm Agency,play,29/9/2024 ,USA,Services,26,<$5M,,
17651,4B Components,play,29/9/2024 ,USA,Manufacturing,158,$22M,,
17650,Alvan Blanch,meow,29/9/2024 ,UK,Retail,99,$33.1M,,
17649,OffRoadAction,meow,29/9/2024 ,Belgium,Retail,<25,<$5M,,
17648,cdc-biodiversite.fr,blackout,29/9/2024 ,France,Services,N/A,N/A,,
17647,SaniRent,meow,29/9/2024 ,Mexico,Real Estate,338,$5.4M,,
17646,Moeller Door and Window,meow,29/9/2024 ,USA,Manufacturing,<25,<$5M,,
17645,markdom,ransomhub,29/9/2024 ,Canada,Manufacturing,72,$16.7M,,
17644,nfe.fazenda.gov.br,killsec,29/9/2024 ,Brazil,Governative,N/A,N/A,,
17642,Soreq NRC,handala,28/9/2024 ,Israel,Services,68,N/A,,
17641,Usina Coruripe,ransomhub,28/9/2024 ,Brazil,Energy,8000,$580M,,
17640,rockymountaingastro,ransomhub,28/9/2024 ,USA,Healtcare,193,$60.3M,,
17639,contegritygroup,ransomhub,28/9/2024 ,USA,Construction,<25,$5.1M,,
17638,Southern Fire Sprinkler,ciphbit,28/9/2024 ,USA,Construction,29,6.8M,,
17637,PipelBiz,ransomhub,28/9/2024 ,Israel,Services,30,<$5M,,
17635,Røros Hotell,medusa,28/9/2024 ,Norway,Hospitality,66,$17.6M,,
17632,Direct Access Partners,incransom,28/9/2024 ,USA,Finance,120,$23.9M,,
17631,infina.vn,killsec,27/9/2024 ,Vietnam,Services,<200,N/A,,
17629,gccustommetal,ElDorado,27/9/2024 ,Canada,Manufacturing,<25,<$5M,,
17628,actionfirepros,cactus,27/9/2024 ,USA,Construction,65,$17.4M,,
17627,Benny Gantz ,handala,27/9/2024 ,Israel,Political,N/A,N/A,,
17626,Xtera Communications,medusa,27/9/2024 ,UK,Services,103,$50.1M,,
17624,vbrlogistica.br,ransomhub,27/9/2024 ,Brazil,Services,262,$14.9M,,
17623,careco.se,ransomhub,27/9/2024 ,Sweden,Retail,N/A,N/A,,
17622,tokiwa-group.co.jp,ransomhub,27/9/2024 ,Japan,Barber shop,33,$6.2M,,
17621,Law-taxes.pl,ransomhub,27/9/2024 ,Poland,Law,<25,<$5M,,
17620,Naniwa Pump Mfg,ransomhub,27/9/2024 ,Japan,Manufacturing,<25,$5.3M,,
17619,chcm.us,lockbit3,26/9/2024 ,USA,Real Estate,<25,<$5M,,
17618,kumhotire,lockbit3,26/9/2024 ,South Korea,Manufacturing,9591,$2.91B,,
17617,Zimmerman & Walsh,dragonforce,26/9/2024 ,USA,Law,<25,<$5M,,
17616,KGK Group,dragonforce,26/9/2024 ,Hong Kong,Retail,463,$23.4M,,
17615,Mile Hi Foods,play,26/9/2024 ,USA,Retail,327,$373M,,
17613,Te***************.net,cloak,26/9/2024 ,Italy,N/A,N/A,N/A,,
17612,Shenango Area School District,rhysida,26/9/2024 ,USA,Education,54,$15.6M,,
17611,lolaliza ,blacksuit,26/9/2024 ,Belgium,Retail,664,$133.2M,,
17610,"Schäfer, dein Bäcker GmbH & Co. KG",akira,26/9/2024 ,Germany,Food,<25,<$5M,,
17606,tolsa,abyss,26/9/2024 ,Spain,Minerals,693,$439.5M,,
17600,Pennvet,cloak,25/9/2024 ,USA,Healtcare,138,$145.2M,,
17599,IP blue Software Solutions,medusa,25/9/2024 ,USA,Services,<25,<$5M,,
17598,Hairstore,medusa,25/9/2024 ,Norway,Retail,<25,<$5M,,
17597,Concord Management Services,akira,25/9/2024 ,USA,Construction,83,$17.8M,,
17596,ATG Communications Group,akira,25/9/2024 ,Canada,Services,<25,$6M,,
17595,Luso CuanzÐ°,qilin,25/9/2024 ,Portugal,,,,,
17594,Lawrie Insurance Group,akira,25/9/2024 ,Canada,Insurance,120,$112.2M,,
17593,amchar,cactus,25/9/2024 ,USA,Retail,60,$28.7M,,
17592,kjtait,cactus,25/9/2024 ,UK,Construction,98,$18.8M,,
17591,hindlegroup,cactus,25/9/2024 ,UK,Retail,50,$30.6M,,
17588,triverus,lynx,25/9/2024 ,USA,Manufacturing ,<25,$7.1M,,
17586,Menninger Clinic,blacksuit,24/9/2024 ,USA,Healtcare,200,N/A,,
17585,libraries.delaware.gov,ransomhub,24/9/2024 ,USA,Education,38,$8.8M,,
17584,Hughes Gill Cochrane Tinetti,cicada3301,24/9/2024 ,USA,Law,<25,$5.3M,,
17583,gsdwi.org,ransomhub,25/9/2024 ,USA,School,N/A,N/A,,
17582,"John W. Brooker Co., CPAs",cicada3301,24/9/2024 ,USA,Services ,<25,$6.1M,,
17580,PetEdge,play,25/9/2024 ,USA,Retail,326,$65.7M,,
17579,Cottle's Asphalt,blacksuit,24/9/2024 ,USA,Construction,66,$13.7M,,
17578,Israel defense minister ,handala,24/9/2024 ,Israel,Military,N/A,N/A,,
17577,Crown Mortgage Company,cicada3301,24/9/2024 ,USA,Finance,30,$11.9M,,
17576,First Choice Sales & Marketing Group (First Choice),bianlian,24/9/2024 ,USA,Finance,60,$15.2M,,
17575,Nova Sinseg,arcusmedia,24/9/2024 ,Brazil,Services ,28,<$5M,,
17574,Solutii Sistemas,arcusmedia,24/9/2024 ,Brazil,Services ,15,N/A,,
17573,Partners Air,arcusmedia,24/9/2024 ,Brazil,Transport,420,$89.9M,,
17572,Frigocenter,arcusmedia,24/9/2024 ,Brazil,Services ,27,N/A,,
17571,Model Engineering,cicada3301,24/9/2024 ,UAE,Retail,90,$24M,,
17570,Eurobulk,play,23/9/2024 ,Greece,Transport,134,$19.7M,,
17569,datacampos,ElDorado,23/9/2024 ,Brazil,Retail,N/A,N/A,,
17568,cucinatagliani,ElDorado,23/9/2024 ,USA,Hospitality ,<25,<$5M,,
17567,cmclb,ElDorado,23/9/2024 ,Lebanon,Retail,144,$26.1M,,
17566,oleopalma.mx,lockbit3,23/9/2024 ,Mexico,Healtcare,33,$6.6M,,
17564,BroadGrain Commodities,play,23/9/2024 ,Canada,Agricolture,118,$79.3M,,
17563,tellurianinc.org,ransomhub,23/9/2024 ,USA,Logistic services,168,$140.7M,,
17562,medicheck.io,killsec,23/9/2024 ,Belgium,Finance,<25,<$5M,,
17561,Benny Gantz,handala,23/9/2024 ,Israel,Politician,N/A,N/A,,
17560,f-t,abyss,23/9/2024 ,USA,Media,2300,$513.7M,,
17559,"Kravit, Hovel & Krawczyk  SC",qilin,23/9/2024 ,UK,Law,<25,<$5M,,
17558,Bakpiliç Entegre Tavukçuluk AŞ,ransomhub,23/9/2024 ,Turkey,Retail,442,$64.7M,,
17557,Avi Resort & Casino,akira,23/9/2024 ,USA,Gambling ,272,$58.4M,,
17556,"DIamond Contracting, LLC",qilin,23/9/2024 ,USA,Construction,<25,<$5M,,
17555,ten8fire,cactus,23/9/2024 ,UK,Local,93,$24.6M,,
17554,Brown Bottling Group,akira,23/9/2024 ,USA,Services ,246,$24.3M,,
17553,Fabrica Industrial Machinery & Equipment,trinity,23/9/2024 ,Argentina,Manufacturing ,254,$59.2M,,
17552,Pureform Radiology Center,everest,23/9/2024 ,Canada,Healtcare,92,<5M,,
17551,Detroit Public TV,qilin,23/9/2024 ,USA,Broadcasting ,125,$19.7M,,
17550,Idre Fjäll,akira,23/9/2024 ,Sweden,Fitness ,337,$25M,,
17549,Graminex,dragonforce,23/9/2024 ,USA,Fitness ,27,<$5M,,
17547,Canstar Restorations,qilin,23/9/2024,Canada,Construcion,371,$76M,,
17546,hanwa.co.th,BrainCipher,22/9/2024,Thailand,N/A,N/A,N/A,,
17545,Daughterly Care,rhysida,22/9/2024,Australia,Healtcare,301,$50.6M,,
17544,"Woodard , Hernandez , Roth & Day",qilin,22/9/2024,USA,Law,<25,<$5M,,
17543,savannahcandy,ransomhub,21/9/2024,USA,Services ,850,N/A,,
17541,Acho.io,ransomhub,21/9/2024,USA,Services ,<25,<$5M,,
17539,Omega Industries,play,20/9/2024,USA,Transport,200,$54.3M,,
17538,Pacific Coast Building Products,play,20/9/2024,USA,Holding Companies,1100,$298.4M,,
17537,Thompson Construction Supply,play,20/9/2024,USA,Construction,<25,<$5M,,
17536,Noble Environmental,play,21/9/2024,USA,Energy,132,$24.9M,,
17535,Visionary Homes,incransom,20/9/2024,USA,Construction,137,$31.2M,,
17534,Messe C,play,21/9/2024,Denmark,Marketing,79,$23.6M,,
17533,Jackson Paper Manufacturing,play,20/9/2024,USA,Manufacturing ,146,$31.9M,,
17532,Capital Printing,cicada3301,20/9/2024,USA,Services ,96,$18.8M,,
17531,Juice Generation,fog,20/9/2024,USA,Retail,258,$60.6M,,
17530,KW Realty Group,qilin,20/9/2024 ,USA,Real Estate,187000,$191.6B,,
17529,virainsight,ransomhub,20/9/2024 ,USA,Retail,335,$52.6M,,
17528,River Region Cardiology Associates,bianlian,20/9/2024 ,USA,Healtcare,32,$6.9M,,
17527,Greene Acres Nursing Home,rhysida,20/9/2024 ,USA,Healtcare,172,$11M,,
17526,aroma.tr,ransomhub,20/9/2024 ,Turkey,Retail,737,$5.5M,,
17525,Wertachkliniken.de,cloak,19/9/2024 ,Germany,Healtcare,N/A,N/A,,
17520,a1mobilelock,ElDorado,19/9/2024 ,USA,Services ,<25,<$5M,,
17518,patricksanderscompany,ElDorado,19/9/2024 ,USA,Services ,<25,<$5M,,
17517,thinksimple,ElDorado,19/9/2024 ,USA,Construction,95,$20.1M,,
17516,pesprograms,ElDorado,19/9/2024 ,USA,Education,28,$5.2M,,
17515,palmfs,ElDorado,19/9/2024 ,USA,Services ,352,$70.3M,,
17514,kennedyfunding,ElDorado,19/9/2024 ,USA,Banking,<25,$6.6M,,
17513,Wilson & Lafleur,medusa,19/9/2024 ,Canada,Retail,<25,$5.6M,,
17512,Fritzøe Engros AS,medusa,19/9/2024 ,Norway,Retail,59,$12.8M,,
17511,Sunrise Farms,fog,19/9/2024 ,Canada,Food,3200,$987.5M,,
17510,advbe,ransomhub,19/9/2024 ,France,Services ,175,$59.5M,,
17509,rarholding,ransomhub,19/9/2024 ,UAE,Manufacturing ,635,$157.8M,,
17508,Nusser Mineralöl GmbH,incransom,19/9/2024 ,Germany,Energy,<99,N/A,,
17507,avl1,ransomhub,19/9/2024 ,USA,Retail,<25,<$5M,,
17506,libertyfirstcu,ransomhub,19/9/2024 ,USA,Banking,78,$18.5M,,
17504,tims,abyss,19/9/2024 ,USA,Healtcare,6466,$4.6B,,
17503,Structural Concepts,medusa,19/9/2024 ,USA,Construction,<25,<$5M,,
17501,paybito,lockbit3,19/9/2024 ,USA,Finance,80,$19.4M,,
17500,efile,lockbit3,19/9/2024 ,USA,Services ,N/A,N/A,,
17499,yesmoke.eu,lockbit3,19/9/2024 ,Italy,Manufacturing ,<25,$8.9M,,
17498,lakelandchamber,lockbit3,19/9/2024 ,USA,Healtcare,<25,<$5M,,
17497,bspcr,lockbit3,19/9/2024 ,Costarica,Services ,<25,<$5M,,
17496,IIB ( Israeli Industrial Batteries ),handala,19/9/2024 ,Israel,Retail,N/A,N/A,,
17495,Vidisco,handala,19/9/2024 ,Israel,Manufacturing ,34,$7.6M,,
17490,Plaisted Companies,play,18/9/2024 ,USA,Services ,84,<$5M,,
17489,Bertelkamp Automation,qilin,18/9/2024 ,USA,Retail,80,$32.6M,,
17488,DJH Jugendherberge,hunters,18/9/2024 ,Germany,Hospitality ,<25,<$5M,,
17487,Chernan Technology,orca,18/9/2024 ,Taiwan,Services ,<25,$14.6M,,
17486,Compass Group,medusa,18/9/2024 ,Australia,Services ,13600,$2B,,
17485,AZPIRED,medusa,18/9/2024 ,Philippines,Services ,124,$13.8M,,
17484,Providence Public School Department,medusa,18/9/2024 ,USA,Education,3182,$310.1M,,
17483,Amerinational Community Services,medusa,18/9/2024 ,USA,Finance,109,$13.6M,,
17482,Prentke Romich Company,FOG,18/9/2024 ,USA,Electronics ,183,$104.5M,,
17480,agricola,qilin,18/9/2024 ,Romania,Agricolture,75,N/A,,
17479,globe.bd,ValenciaLeaks,18/9/2024 ,Bangladesh,Manufacturing ,44,$8.7M,,
17478,satiagroup,ValenciaLeaks,18/9/2024 ,Pakistan,Agricolture,2187,$205.8M,,
17477,duopharmabiotech,ValenciaLeaks,18/9/2024 ,Malaysia,Manufacturing ,1627,$148M,,
17476,tendam.es,ValenciaLeaks,18/9/2024 ,Spain,Retail,11000,N/A,,
17474,galloway-macleod.co.uk,ransomhub,18/9/2024 ,UK,Manufacturing ,77,$27.1M,,
17473,ringpower,ransomhub,18/9/2024 ,USA,Retail,3500,$738.9M,,
17472,miit.gov.cn,killsec,17/9/2024,China,Services ,26,<$5M,,
17471,quenotedeporten,ransomhub,17/9/2024,USA,Law,<25,<$5M,,
17470,natcoglobal,cactus,17/9/2024,USA,Services ,898,$154.2M,,
17467,tta.cls,ransomhub,16/9/2024,Chile,N/A,N/A,N/A,,
17466,kryptonresources,ransomhub,16/9/2024,Philippines,Retail,68,<$5M,,
17465,oipip.gda.pl,ransomhub,16/9/2024,Poland,N/A,N/A,N/A,,
17463,taperuvicha,ransomhub,16/9/2024,Paraguay,Retail,325,$27.3M,,
17462,topdoctors,ransomhub,16/9/2024,Spain,Healtcare,351,$17.8M,,
